total_people,tap_closure_days_per_week,avg_daily_usage,hourly_usage,weekly_usage,monthly_usage,remaining_units,usage_per_person,usage_spike,consumption_risk,leak_detected
5,3,298.2,22.72,2337.56,8763.15,352.43,59.64,1.7466,Low,0
5,5,224.48,6.24,1637.62,6264.17,1399.38,44.9,0.564,Low,0
4,2,243.04,0.5,1736.62,7621.31,4.94,60.76,0.0188,Medium,1
5,2,149.65,6.11,1142.6,4533.96,2012.84,29.93,1.0311,Low,0
4,2,183.31,3.89,1424.04,6126.81,54.62,45.83,0.6199,Low,1
2,4,413.1,30.47,2454.14,13410.23,97.22,206.55,1.7737,High,1
3,3,238.8,0.86,1866.79,7356.1,120.47,79.6,0.01,Medium,1
2,3,547.19,45.2,3543.52,17398.34,109.24,273.6,2.045,High,1
6,4,324.94,8.34,2443.55,9844.01,85.82,54.16,0.599,Low,0
4,2,162.01,6.05,947.78,4532.89,45.57,40.5,0.9549,Low,0
3,3,247.68,0.5,1856.26,7647.22,121.13,82.56,0.1507,Medium,0
3,1,167.97,14.3,976.59,5217.89,4.08,55.99,2.1447,Low,0
7,1,453.76,17.14,3071.33,12857.75,1442.49,64.82,0.9157,Medium,0
2,2,108.51,10.36,680.91,3048.66,123.82,54.26,2.3906,Low,0
4,3,205.66,0.25,1634.08,6412.69,560.96,51.42,0.0419,Low,0
4,3,263.9,26.19,1547.1,8693.37,119.99,65.97,2.4969,Low,1
4,0,351.34,33.99,2219.62,10319.26,480.65,87.84,2.3571,Medium,0
1,2,123.15,3.72,1000.25,3328.65,134.32,123.15,0.7666,High,0
6,2,464.39,45.78,3023.82,12551.8,14.42,77.4,2.3888,Medium,0
7,2,270.67,0.76,1658.86,7494.75,2297.32,38.67,0.01,Low,0
4,2,100.64,3.61,758.6,3210.3,10.33,25.16,0.9248,Low,0
5,2,280.43,20.34,1778.36,8361.97,114.8,56.09,1.7757,Low,0
7,5,318.78,23.65,3016.78,9135.24,13.36,45.54,1.8045,Low,0
5,3,688.26,2.41,4178.52,22908.65,272.38,137.65,0.0398,High,1
2,4,153.15,3.92,1068.96,4806.05,382.58,76.58,0.6222,Medium,0
4,4,319.45,6.36,1827.86,9642.64,115.1,79.86,0.376,Low,0
4,3,341.12,1.0,1981.42,10052.09,13.64,85.28,0.01,Medium,0
3,3,111.33,3.87,845.83,3731.09,9.41,37.11,0.8958,Low,1
5,3,274.99,0.24,2098.84,7551.09,860.46,55.0,0.0942,Low,0
7,3,373.11,16.15,3370.38,10381.94,107.49,53.3,1.1295,Low,0
7,4,324.68,11.94,2667.77,8818.44,1770.7,46.38,0.977,Low,0
3,2,159.17,5.1,896.48,4459.13,595.01,53.06,0.7974,Low,0
1,2,100.59,15.47,1023.16,3164.19,533.96,100.59,3.7427,High,1
9,1,514.15,1.8,3787.17,14108.3,389.16,57.13,0.0937,Low,0
6,4,614.88,69.81,3920.63,19534.38,2813.49,102.48,2.6615,Medium,0
2,3,170.15,11.89,1250.96,5430.22,131.45,85.08,1.7217,Medium,0
7,4,352.51,13.4,3057.67,11301.55,8.08,50.36,0.8147,Low,0
6,3,339.91,12.46,2517.38,9235.22,1.17,56.65,0.8012,Low,0
4,3,170.44,14.36,1305.07,5525.59,2.19,42.61,1.9579,Low,1
4,3,148.55,0.26,1370.09,4401.8,6.06,37.14,0.1297,Low,0
3,3,199.5,5.43,1721.08,6635.27,133.69,66.5,0.6112,Low,1
1,4,180.21,10.24,1228.28,5663.11,68.06,180.21,1.3023,High,1
3,3,82.66,5.06,539.22,2300.81,38.27,27.55,1.4803,Low,0
5,3,241.61,8.9,1537.21,7093.66,113.33,48.32,0.8867,Low,0
1,2,115.32,9.54,861.58,3223.03,222.99,115.32,1.9885,High,0
3,3,204.89,21.36,1563.73,5419.06,93.26,68.3,2.4621,Medium,0
3,3,186.45,0.81,1281.61,5003.09,35.68,62.15,0.2312,Low,0
4,4,252.87,6.16,2385.61,6738.62,708.8,63.22,0.5317,Low,0
7,4,296.36,8.19,2203.16,7923.53,129.13,42.34,0.4945,Low,0
3,3,139.17,5.5,1051.85,4290.98,79.95,46.39,0.7634,Low,0
3,0,172.81,6.3,1348.72,5326.6,86.98,57.6,0.7454,Low,0
5,4,233.35,34.19,1860.34,7413.37,29.99,46.67,3.4566,Low,1
3,0,209.7,18.61,1631.42,6039.67,13.5,69.9,2.0792,Medium,0
2,3,53.21,4.42,418.92,1534.81,88.75,26.6,1.974,Low,0
3,0,428.85,25.71,2681.16,12013.86,6.2,142.95,1.534,High,1
2,3,112.78,8.32,770.0,3290.52,14.02,56.39,1.8451,Low,0
2,3,68.5,1.39,488.64,1966.62,1.07,34.25,0.4729,Low,0
3,3,192.97,6.96,1358.28,5831.24,419.17,64.32,0.8202,Low,0
3,4,130.63,9.67,827.22,4249.53,139.59,43.54,1.7266,Low,1
7,3,621.19,53.58,4006.55,19621.03,76.84,88.74,2.0431,Medium,0
3,3,116.17,3.96,789.39,3758.4,8.42,38.72,0.7213,Low,0
4,3,327.86,28.5,2350.15,8660.06,2519.85,81.96,1.9739,Medium,0
4,0,399.38,36.72,2920.81,11346.78,138.83,99.84,2.1341,Medium,0
1,4,63.7,2.0,429.2,1930.65,591.44,63.7,0.7287,Low,0
4,3,209.42,5.26,1321.35,6397.44,577.7,52.36,0.6606,Low,0
2,3,123.91,11.19,805.18,3729.53,144.04,61.96,2.2124,Low,0
8,3,297.48,10.45,1618.68,8150.52,6.81,37.18,0.8378,Low,1
2,3,97.83,2.92,675.64,2875.85,0.64,48.92,0.8625,Low,0
3,4,211.69,13.59,1338.52,6763.24,0.68,70.56,1.5506,Medium,1
1,3,53.48,1.77,324.85,1682.76,9.69,53.48,0.7506,Low,0
10,3,442.66,19.11,3384.9,12955.47,402.32,44.27,1.0198,Low,0
4,4,154.03,4.3,906.61,4725.19,104.56,38.51,0.594,Low,0
4,3,120.54,13.62,869.75,3531.83,52.71,30.14,2.73,Low,0
1,0,53.03,4.29,421.98,1610.73,98.41,53.03,2.044,Low,0
5,3,427.85,35.55,2515.21,12493.82,112.48,85.57,2.0452,Medium,0
2,3,92.56,5.31,679.45,2483.29,58.4,46.28,1.5271,Low,0
6,1,189.54,20.82,1558.87,5199.04,587.83,31.59,2.6232,Low,0
2,3,111.73,2.06,800.16,3747.51,426.68,55.86,0.4283,Low,1
2,3,291.7,10.45,2372.77,9322.32,357.9,145.85,0.8342,High,0
1,3,42.94,0.23,299.42,1368.58,12.75,42.94,0.0905,Low,0
3,4,150.09,4.85,866.86,4876.94,9.38,50.03,0.7856,Low,1
4,4,231.21,20.66,2223.93,7658.23,10.96,57.8,2.1698,Low,1
1,1,81.0,3.88,745.89,2169.37,10.12,81.0,1.1241,Medium,0
5,3,595.33,3.83,4257.82,16219.9,81.87,119.07,0.1904,Medium,0
3,3,181.47,0.74,1585.97,4962.51,296.62,60.49,0.0332,High,0
4,2,373.89,11.38,3037.18,10678.12,1824.33,93.47,0.7147,Medium,0
3,2,280.17,6.5,1813.03,8652.94,8.64,93.39,0.5923,Medium,0
3,2,198.64,4.86,1484.62,5416.02,42.82,66.21,0.517,Medium,0
4,2,227.05,5.24,1374.63,7423.7,457.48,56.76,0.5509,Low,1
2,4,155.39,17.9,1241.2,4340.42,115.2,77.69,2.8464,Low,0
2,2,260.82,34.35,1941.34,7244.69,453.76,130.41,3.2122,High,1
6,2,150.19,4.42,1083.76,4568.75,314.67,25.03,0.6436,Low,0
7,2,253.62,9.92,1893.86,7151.98,291.2,36.23,0.9339,Low,0
3,3,264.83,1.52,2155.61,7233.63,2879.38,88.28,0.0314,Medium,0
2,2,71.99,1.67,428.08,1905.2,94.98,35.99,0.4742,Low,0
4,0,334.72,28.6,2169.39,10474.02,83.69,83.68,1.9981,Medium,0
3,3,140.63,4.78,1104.16,4531.43,7.78,46.88,0.9548,Low,0
1,2,59.7,1.17,464.11,1829.39,30.13,59.7,0.3648,Medium,0
2,3,106.26,11.49,740.81,3234.81,27.52,53.13,2.734,Low,0
5,4,217.7,0.27,1233.4,7102.47,1049.32,43.54,0.01,Low,1
4,0,554.03,46.58,3669.5,18125.34,440.83,138.51,1.9921,High,1
1,0,207.13,0.5,1248.91,5528.8,94.55,207.13,0.01,High,1
2,2,288.86,17.11,2260.63,9308.55,359.18,144.43,1.4203,High,0
2,4,85.66,7.37,619.97,2267.4,5.87,42.83,2.0247,Low,0
4,2,496.13,11.56,3246.39,14890.68,1543.34,124.03,0.595,High,0
1,5,58.15,4.56,438.65,1653.6,77.36,58.15,1.8585,Low,0
1,4,40.1,4.5,280.03,1253.16,7.92,40.1,2.7179,Low,0
5,3,218.21,5.54,1539.09,7263.53,384.64,43.64,0.5981,Low,1
2,4,239.45,1.13,1855.79,7786.09,26.0,119.72,0.2039,Medium,1
4,3,264.53,25.93,1813.22,7838.98,187.07,66.13,2.4205,Low,0
2,3,107.85,2.73,785.57,3244.56,224.32,53.92,0.7696,Low,0
1,3,89.29,10.93,819.65,2995.4,90.77,89.29,2.9149,Medium,1
2,3,59.34,4.71,551.97,1744.19,345.66,29.67,1.8741,Low,0
5,1,184.02,6.55,1216.56,6107.45,45.43,36.8,0.765,Low,1
6,3,332.06,26.2,1998.18,10462.52,136.56,55.34,1.8734,Low,0
6,3,218.9,17.74,1657.66,5923.44,22.9,36.48,1.9387,Low,0
3,2,264.84,9.11,2000.87,7831.04,14.92,88.28,0.8079,Medium,0
4,5,152.87,68.36,1148.16,4186.92,63.23,38.22,10.8606,Low,1
2,2,141.29,5.86,1166.18,4125.18,2631.29,70.64,1.0818,Medium,0
2,4,87.76,6.63,544.97,2574.54,161.45,43.88,1.8355,Low,0
6,3,116.1,2.82,792.77,3393.57,30.01,19.35,0.4955,Low,0
1,3,55.37,0.09,318.82,1822.55,702.19,55.37,0.01,Low,1
1,4,75.3,2.05,486.61,2352.21,2915.15,75.3,0.7943,Low,0
2,4,80.1,2.65,590.69,2370.87,397.43,40.05,0.8209,Low,0
1,3,39.74,2.76,218.73,1272.54,60.4,39.74,1.6966,Low,0
2,3,119.99,4.24,842.53,3632.89,48.61,60.0,0.7562,Low,0
4,1,343.01,10.31,2045.29,10151.32,93.18,85.75,0.8118,Medium,0
3,3,201.78,5.97,1431.12,5938.84,1533.22,67.26,0.6321,Low,0
6,4,762.01,17.27,5187.0,22026.1,10.07,127.0,0.4505,Medium,0
5,2,327.34,9.58,1904.61,9109.06,43.37,65.47,0.6941,Medium,0
3,1,223.89,18.72,1759.62,5957.28,113.81,74.63,2.1172,Medium,0
2,3,108.34,0.56,854.45,2923.51,840.09,54.17,0.0404,Low,0
3,3,126.19,4.14,892.26,3761.87,18.16,42.06,0.8767,Low,0
4,3,203.44,0.46,1769.58,6463.01,115.04,50.86,0.01,Low,0
2,3,189.53,7.14,1315.99,5150.72,583.59,94.76,0.9742,Medium,0
4,3,209.09,5.02,1401.53,6508.75,399.76,52.27,0.5211,Low,0
3,3,163.43,14.12,1196.05,4464.6,81.47,54.48,1.9232,Low,0
4,3,209.9,1.24,1697.88,5995.6,13.18,52.48,0.01,Low,0
3,5,193.6,4.99,1391.24,5958.94,274.93,64.53,0.4571,Low,0
2,5,91.55,9.64,573.47,2761.23,522.79,45.78,2.5488,Low,0
7,3,426.27,13.79,3036.66,12526.97,17.75,60.9,0.8746,Low,1
5,2,298.58,26.27,2080.54,9349.73,245.94,59.72,2.0169,Medium,0
2,3,163.42,6.94,1147.4,5176.34,292.9,81.71,0.9791,Medium,0
6,4,305.37,30.91,2505.66,8716.84,113.34,50.9,2.4432,Low,0
3,3,198.19,15.07,1632.62,5620.24,88.88,66.06,1.7086,Low,0
6,5,294.09,5.45,1851.2,8145.43,811.52,49.01,0.2597,Low,0
5,3,504.56,30.58,3586.33,16119.67,51.57,100.91,1.3547,Medium,0
3,4,218.5,0.61,1504.25,6485.19,380.26,72.83,0.0596,Medium,0
1,0,48.14,0.14,417.0,1361.32,8.77,48.14,0.0626,Low,0
2,3,104.04,0.35,738.7,3472.1,460.74,52.02,0.0139,Low,0
4,3,207.91,12.35,1347.88,5579.11,76.37,51.98,1.3858,Low,0
4,4,146.34,3.17,1025.18,4578.1,510.93,36.58,0.5337,Low,0
2,3,76.26,9.64,512.0,2327.97,13.21,38.13,3.029,Low,1
2,2,122.37,4.27,870.24,3906.33,245.08,61.18,0.8588,Medium,0
6,4,466.5,1.05,3119.93,15277.15,107.28,77.75,0.1021,Low,1
9,3,224.68,0.91,1889.76,6079.68,7.09,24.96,0.115,Low,1
4,1,242.94,16.47,1523.06,6736.32,2387.96,60.74,1.5401,Medium,0
2,3,71.98,0.28,533.7,2220.82,11.37,35.99,0.2031,Low,0
2,3,82.6,0.41,460.15,2241.1,129.34,41.3,0.0644,Low,0
1,3,71.24,1.79,460.25,2089.78,590.58,71.24,0.6986,Medium,0
7,4,404.01,0.99,2166.07,12544.57,141.12,57.72,0.0433,Low,0
1,3,37.55,0.73,247.14,1145.83,218.61,37.55,0.4787,Low,0
4,3,324.6,29.04,2535.34,9908.28,4.01,81.15,2.1483,Medium,1
2,2,150.27,13.02,1417.01,3969.11,1082.76,75.14,2.0224,Medium,0
4,3,298.26,1.65,1926.32,8053.15,5.5,74.56,0.1229,Low,1
4,2,211.73,7.65,1534.52,6334.77,4.61,52.93,0.8919,Low,1
6,2,538.12,31.19,3625.79,17759.2,334.29,89.69,1.4184,Medium,1
2,2,123.68,0.33,888.11,3524.95,134.9,61.84,0.1792,Medium,0
1,1,177.72,14.58,1051.82,4773.77,377.71,177.72,1.9638,High,1
2,2,115.74,5.99,786.19,3454.61,509.07,57.87,1.1247,Low,0
6,3,252.14,6.13,1482.11,8349.36,65.44,42.02,0.5307,Low,1
6,2,325.65,34.6,2038.11,10672.98,14.28,54.28,2.5094,Low,1
4,2,654.08,58.95,5272.55,19505.16,384.83,163.52,2.1934,High,1
4,5,122.55,4.35,725.65,4011.88,252.63,30.64,0.9589,Low,1
4,3,397.79,40.61,2692.79,12630.68,147.56,99.45,2.4559,Medium,0
2,3,112.34,0.54,729.14,3642.8,1970.17,56.17,0.0809,Low,1
7,2,394.91,13.16,2845.57,10993.7,330.13,56.42,0.794,Low,0
3,3,159.82,13.37,1230.53,5119.83,483.21,53.27,2.046,Low,0
3,3,110.93,3.03,710.26,3179.98,11.94,36.98,0.7097,Low,0
4,3,344.3,46.84,2456.94,10228.25,18.43,86.08,3.393,Medium,1
1,3,52.9,0.26,366.04,1604.77,401.48,52.9,0.0697,Low,0
2,3,52.79,0.19,385.06,1579.47,110.37,26.4,0.1666,Low,0
5,5,290.65,1.27,2780.4,8331.73,148.66,58.13,0.1157,Low,0
1,4,39.91,2.8,314.31,1170.93,432.08,39.91,1.8027,Low,0
4,1,314.24,11.94,2577.28,10075.81,2079.06,78.56,0.8809,Medium,1
2,3,112.23,11.44,641.45,3133.39,230.05,56.12,2.4606,Low,0
3,0,254.69,28.35,1928.05,6800.05,194.95,84.9,2.5521,Medium,0
2,3,122.38,9.22,801.99,3708.21,1.42,61.19,1.8181,Low,1
3,3,216.35,5.46,1505.53,7023.61,8.05,72.12,0.4151,Medium,1
5,3,209.92,19.51,1396.37,6601.18,2562.16,41.98,2.3706,Low,0
2,3,118.58,3.41,912.91,3825.12,68.29,59.29,0.7739,Low,0
4,4,110.42,9.45,827.97,3599.2,85.46,27.6,2.0218,Low,1
3,4,195.63,8.41,1430.67,5492.86,142.03,65.21,1.1376,Low,0
4,1,203.54,16.94,1485.38,5973.25,14.32,50.88,1.9473,High,0
7,4,550.13,18.45,3639.73,15307.42,1752.09,78.59,0.6855,Medium,0
5,4,239.89,8.9,1946.57,7387.89,18.69,47.98,0.9248,Low,0
2,1,170.15,0.15,1156.38,4663.85,389.94,85.08,0.01,Medium,0
1,2,65.67,0.35,412.15,1820.7,296.15,65.67,0.1135,Medium,0
2,4,84.63,6.41,597.04,2379.14,0.7,42.32,1.8021,Low,0
4,3,200.48,0.18,1322.77,5763.86,115.36,50.12,0.0811,Low,0
1,3,76.43,0.23,476.71,2215.66,274.03,76.43,0.01,Medium,0
3,3,165.33,5.93,1277.92,5520.98,573.32,55.11,0.7731,Low,1
4,5,103.84,3.58,616.54,3437.37,728.0,25.96,0.8362,Low,1
3,4,150.42,9.91,1175.61,4012.75,235.31,50.14,1.6147,Low,0
5,2,310.97,5.24,2210.49,10161.09,14.4,62.19,0.3932,Medium,1
1,3,62.29,0.13,384.11,1651.48,60.61,62.29,0.01,Low,0
1,3,126.49,7.17,773.17,4139.99,1519.72,126.49,1.4603,Medium,1
5,1,755.08,9.82,4435.56,20957.55,5.53,151.02,0.188,High,1
3,3,133.08,13.17,778.15,4138.73,36.74,44.36,2.3991,Low,0
5,4,185.9,0.39,1180.32,5162.24,144.84,37.18,0.01,Low,0
3,4,184.59,6.61,1099.21,5987.66,309.68,61.53,0.8253,Low,1
2,4,72.94,2.66,428.2,1963.3,100.51,36.47,0.8517,Low,0
5,0,370.16,11.6,2743.89,11742.64,67.01,74.03,0.8179,Medium,0
5,4,256.25,9.32,1682.53,7396.36,124.05,51.25,0.8369,Low,0
5,3,175.49,24.41,1771.7,5477.74,16.3,35.1,3.3151,Low,1
2,2,137.45,11.33,836.43,4239.75,113.64,68.72,2.2335,Medium,0
4,3,237.03,14.16,1634.12,7146.26,71.89,59.26,1.3906,Low,0
3,4,217.1,22.73,1538.54,6692.68,900.92,72.37,2.5686,Medium,0
1,3,62.76,1.46,418.0,1954.22,366.08,62.76,0.4832,Low,0
7,5,222.63,6.6,1574.98,6121.36,135.73,31.8,0.9149,Low,0
2,3,134.57,2.17,877.55,4495.01,2.0,67.28,0.4602,Low,1
7,3,736.92,18.61,5019.21,24044.71,42.3,105.27,0.4972,Medium,1
3,2,138.28,4.61,856.62,4242.41,7.24,46.09,0.767,Low,0
2,0,147.56,4.83,1019.15,4244.1,3.09,73.78,0.6871,Medium,0
4,3,267.66,0.63,1725.18,7892.56,135.51,66.92,0.1378,Low,0
6,3,267.8,8.76,1707.86,8589.2,382.95,44.63,0.6773,Low,0
5,3,231.18,1.44,1788.49,6215.84,1009.11,46.24,0.0903,Low,0
5,3,257.94,0.6,2517.23,7932.87,37.48,51.59,0.0133,Low,0
4,4,221.7,7.03,1573.04,6584.43,2.56,55.42,0.7716,Low,1
5,2,296.77,9.7,2172.87,8694.27,2.73,59.35,0.7795,Medium,1
6,3,204.06,8.29,1279.03,5809.04,562.87,34.01,1.021,Low,0
2,3,49.41,1.84,334.26,1400.91,238.36,24.7,0.7949,Low,0
3,2,153.78,15.47,1131.5,4821.81,10.78,51.26,2.3924,Low,0
2,4,74.77,2.83,735.64,2216.9,44.08,37.38,0.8142,Low,0
9,4,154.41,5.34,1174.76,4722.3,1783.54,17.16,0.9291,Low,0
7,1,712.79,52.07,4525.22,23379.36,137.78,101.83,1.6979,Medium,1
1,4,36.66,2.07,270.0,1116.1,102.53,36.66,1.35,Low,0
5,4,292.68,1.28,2080.58,9608.12,214.37,58.54,0.0357,Low,1
7,4,338.05,9.59,1865.54,9072.12,68.38,48.29,0.5969,Low,0
2,3,88.78,9.44,598.44,2913.69,24.91,44.39,2.6401,Low,1
4,5,211.65,14.49,1573.08,6689.66,270.8,52.91,1.7429,Low,0
7,2,309.91,0.79,2346.43,9341.58,46.17,44.27,0.1402,Low,0
1,3,94.46,0.45,601.6,2787.8,64.95,94.46,0.2842,Medium,0
5,2,146.46,3.66,1087.59,4831.6,90.97,29.29,0.601,Low,1
2,3,116.97,4.96,1061.16,3094.7,111.61,58.48,1.1529,Low,0
7,4,393.73,34.47,3131.35,10636.7,2297.39,56.25,2.0484,Low,0
8,4,386.9,0.64,3388.17,10853.03,35.44,48.36,0.07,Low,0
7,4,291.1,1.33,1620.32,9693.62,23.2,41.59,0.1163,Low,1
3,3,200.89,8.58,1446.74,6011.28,434.76,66.96,1.1151,Low,0
6,4,214.76,21.27,1477.2,7197.45,2824.74,35.79,2.4025,Low,1
6,3,518.08,58.88,4973.27,15423.07,131.9,86.35,2.7446,Medium,0
3,0,270.75,4.23,1642.49,8871.52,77.13,90.25,0.3554,Medium,1
6,3,443.96,15.8,3602.69,11786.35,315.15,73.99,0.8274,Medium,0
1,3,65.34,4.56,419.2,2118.04,34.47,65.34,1.7171,Low,1
4,2,342.22,13.91,2703.88,10813.34,1.27,85.56,1.0157,Medium,1
2,4,105.91,3.94,1005.98,3397.71,138.0,52.96,0.8648,Low,0
2,3,123.78,0.25,717.17,3478.54,86.92,61.89,0.01,Low,0
1,5,35.85,2.66,204.84,1170.86,56.8,35.85,1.737,Low,0
5,3,214.83,6.39,1329.32,6384.97,2544.01,42.97,0.5803,Low,0
3,1,235.81,0.71,1842.63,6694.71,97.19,78.6,0.01,Medium,0
5,0,473.75,45.71,3361.86,12531.42,134.2,94.75,2.3725,Medium,0
1,4,92.32,1.7,677.5,2484.48,19.9,92.32,0.3613,Medium,0
3,0,214.63,6.45,1250.12,6595.58,83.02,71.54,0.6014,Medium,0
4,3,155.56,0.7,943.76,4767.69,80.32,38.89,0.072,Low,0
5,2,346.11,1.95,2093.56,9139.72,131.46,69.22,0.0724,Medium,0
3,3,114.45,0.59,879.09,3650.84,13.83,38.15,0.218,Low,0
4,2,380.27,12.18,2524.67,10393.61,200.94,95.07,0.838,Medium,0
6,0,426.73,12.8,3975.34,13819.91,374.32,71.12,0.7868,Medium,0
4,4,306.1,9.45,1748.17,8501.74,134.48,76.53,0.9199,Medium,0
2,2,141.84,19.66,1236.2,4221.14,1.74,70.92,3.3916,Medium,1
1,3,83.26,8.59,572.59,2501.69,6.6,83.26,2.3604,Medium,0
6,4,361.8,48.22,3263.07,11588.64,2.51,60.3,3.2243,Low,1
1,3,29.9,1.13,229.21,879.67,113.47,29.9,0.826,Low,0
6,3,264.74,28.33,2241.21,8752.65,224.19,44.12,2.5222,Low,1
4,4,206.9,28.27,1572.99,6345.12,1879.11,51.72,3.3272,Low,1
7,4,329.76,2.04,2557.95,10269.58,219.1,47.11,0.0448,Low,0
5,3,297.11,21.34,1816.84,8533.11,106.78,59.42,1.6891,Low,0
10,3,399.39,39.38,3482.93,12076.86,157.98,39.94,2.363,Low,0
3,4,186.82,6.28,1185.79,5256.05,99.78,62.27,0.7516,Low,0
5,4,203.49,1.09,1484.9,6372.11,2756.47,40.7,0.2369,Low,0
3,3,89.27,2.78,549.12,2406.14,521.19,29.76,0.6963,Low,0
3,5,123.42,3.39,904.4,3353.69,534.77,41.14,0.6756,Low,0
4,0,342.6,18.74,2132.4,9218.49,303.84,85.65,1.2796,Medium,0
6,5,402.68,10.49,2735.03,13409.53,111.89,67.11,0.6192,Low,1
9,2,400.5,41.7,3663.35,10972.68,303.51,44.5,2.4954,Low,0
5,3,360.15,13.49,2626.88,10769.72,85.52,72.03,0.9341,Medium,0
3,4,116.76,20.78,1141.23,3750.03,85.43,38.92,4.3259,Low,1
3,2,122.56,12.67,779.5,3726.41,148.47,40.85,2.4,Low,0
5,2,280.31,9.78,1826.94,7618.53,157.26,56.06,0.9043,Low,0
2,3,101.32,10.22,708.24,2972.57,86.31,50.66,2.4534,Low,0
1,3,35.55,1.09,248.63,982.02,552.14,35.55,0.5449,Low,0
3,0,188.63,35.7,1375.0,5931.82,248.41,62.88,4.4823,Medium,1
2,3,126.56,9.55,1155.89,4149.91,100.34,63.28,1.7908,Low,1
2,3,97.86,7.11,776.86,3204.96,226.12,48.93,1.6725,Low,1
2,2,57.19,1.94,442.55,1631.5,9.79,28.6,0.7772,Low,0
1,3,107.4,7.47,844.21,2967.64,155.32,107.4,1.7038,Medium,0
1,2,63.7,0.13,390.91,1736.57,375.16,63.7,0.071,Medium,0
9,2,378.74,1.4,2560.73,10691.87,107.41,42.08,0.01,Low,0
3,3,138.12,14.71,1229.0,3657.98,317.34,46.04,2.578,Low,0
3,4,178.82,13.31,1109.24,5549.98,163.38,59.61,1.7384,Low,0
4,3,317.08,11.73,2032.14,10587.42,97.32,79.27,0.8861,Medium,0
2,1,83.07,9.56,587.5,2512.02,523.71,41.54,2.7213,Low,0
7,3,513.04,34.94,3742.12,14309.65,2671.23,73.29,1.6044,Medium,0
5,4,243.7,19.84,2256.49,7553.29,343.44,48.74,2.0782,Low,0
1,3,64.43,4.58,443.03,1845.45,11.08,64.43,1.8555,Low,0
3,3,147.58,6.01,995.88,4403.29,83.19,49.19,1.0852,Low,0
6,5,384.57,15.78,2756.95,12821.2,281.16,64.1,1.0565,Low,1
7,3,337.8,13.82,2889.41,9035.46,117.89,48.26,1.0981,Low,0
3,4,198.05,13.56,1443.78,6226.66,69.74,66.02,1.6592,Low,0
4,3,151.8,5.03,1065.01,4531.7,62.84,37.95,0.7105,Low,0
2,2,170.43,13.26,1198.89,4897.53,404.49,85.22,1.8727,Medium,0
10,2,639.92,49.94,3712.86,20510.13,47.02,63.99,1.8929,Medium,0
2,3,108.6,2.96,792.65,3426.53,1878.32,54.3,0.6593,Low,0
7,3,608.17,2.1,3407.85,16627.97,683.34,86.88,0.01,Medium,0
4,3,186.58,1.36,1691.35,5984.99,729.86,46.64,0.1146,Low,0
4,0,282.7,1.01,1989.52,7783.16,4.18,70.68,0.1059,Medium,1
4,4,250.07,18.47,1646.45,8074.26,27.7,62.52,1.7302,Low,0
2,4,265.22,7.37,1940.1,7619.6,4.93,132.61,0.614,High,1
2,3,105.45,3.99,963.56,3028.21,412.26,52.72,0.6962,Low,0
2,3,235.1,6.32,1899.81,6903.8,140.88,117.55,0.6271,Medium,0
2,2,162.69,3.31,1242.98,4854.31,81.44,81.34,0.4633,Medium,1
5,3,255.0,26.06,1847.15,8406.98,590.88,51.0,2.518,Low,1
3,3,204.23,18.47,1651.35,6731.26,11.42,68.08,1.9845,Medium,1
1,3,53.39,7.39,484.43,1606.1,308.59,53.39,3.3945,Low,1
8,3,389.49,55.26,3089.09,11319.2,4.37,48.69,3.2693,Low,1
6,3,320.97,22.12,2418.42,10087.75,251.12,53.5,1.6535,Low,0
7,2,821.37,1.77,5395.89,22920.68,277.41,117.34,0.1174,Low,0
10,1,461.13,1.91,2916.83,12551.01,5.6,46.11,0.1345,Low,1
2,4,94.9,7.0,632.24,2674.52,14.69,47.45,1.7257,Low,0
3,0,137.98,11.67,857.76,4374.39,529.56,45.99,1.9326,Low,0
5,2,319.81,0.61,2363.25,10380.84,88.04,63.96,0.1816,Medium,0
5,3,237.69,29.88,1822.88,7590.48,112.61,47.54,3.051,Low,1
2,2,106.23,2.62,796.85,3323.05,152.85,53.12,0.6153,Low,0
5,3,1133.35,2.99,9081.04,34544.12,12.8,226.67,0.1354,High,1
2,3,77.36,6.31,457.97,2063.28,150.73,38.68,1.9281,Low,0
2,2,131.87,16.25,1291.14,4136.25,2022.46,65.94,3.0279,Medium,1
4,1,348.74,2.43,3120.82,10919.88,755.18,87.18,0.1416,Medium,0
4,2,292.9,1.88,2035.72,8314.8,2610.61,73.22,0.0156,Medium,0
4,3,192.73,0.32,1763.08,5563.97,98.47,48.18,0.0941,Low,0
1,4,88.98,3.03,715.96,2508.48,47.24,88.98,0.7576,Medium,0
6,1,264.26,8.56,2015.9,8163.8,2189.2,44.04,0.6352,Low,1
2,3,144.91,4.66,1120.42,4068.38,117.23,72.46,0.7099,Medium,0
2,4,344.29,40.02,2824.38,9860.35,13.2,172.14,2.7807,High,1
6,2,607.64,10.78,3687.57,19694.91,10.81,101.27,0.4632,Medium,1
7,3,446.64,17.27,3210.15,13418.35,2058.85,63.81,1.016,Medium,0
6,3,362.74,25.85,2170.97,10737.41,493.3,60.46,1.7688,Low,0
5,3,558.5,43.09,3267.05,17657.99,24.8,111.7,1.7593,Medium,0
4,4,116.74,9.52,809.35,3288.38,283.11,29.18,2.0627,Low,0
4,3,264.08,1.11,2075.97,7207.22,13.9,66.02,0.1117,Low,0
